"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"BeModelMedicationRecordTreatment","","","",0,*,"","","","","Medication Record Treatment logical model","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelMedicationRecordTreatment.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","The business identifier(s) for the medication treatment","The business identifier(s) for the medication treatment","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.identifier",0,1,"",""
"BeModelMedicationRecordTreatment.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.subject",1,1,"",""
"BeModelMedicationRecordTreatment.status","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.status",1,1,"",""
"BeModelMedicationRecordTreatment.intent","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.intent",1,1,"",""
"BeModelMedicationRecordTreatment.category","","","",0,*,"","","","CodeableConcept {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.category",0,*,"",""
"BeModelMedicationRecordTreatment.title","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.title",0,1,"",""
"BeModelMedicationRecordTreatment.description","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.description",0,1,"",""
"BeModelMedicationRecordTreatment.encounter","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter]]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.encounter",0,1,"",""
"BeModelMedicationRecordTreatment.period","","","",0,1,"","","","Period {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.period",0,1,"",""
"BeModelMedicationRecordTreatment.created","","","",0,1,"","","","dateTime {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.created",0,1,"",""
"BeModelMedicationRecordTreatment.author","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam]]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.author",0,1,"",""
"BeModelMedicationRecordTreatment.careTeam","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam]]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.careTeam",0,*,"",""
"BeModelMedicationRecordTreatment.supportingInfo","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.supportingInfo",0,*,"",""
"BeModelMedicationRecordTreatment.goal","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Goal]]}
","Desired outcome of plan","Desired outcome of plan","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordTreatment.goal",0,*,"",""
